State,Product,District,LGD Code,Category,Sector,GI Status,Department
Karnataka,Channapatna Toys ,Ramanagara,631,Primary,Handicraft,Yes,DC Handicraft
Karnataka,EV Cluster,Ramanagara,631,Secondary,Manufacturing,No,MSME
Karnataka,BioPharma and Wellness,Shivamogga (Shimoga),547,Primary,Others,No,Department of Pharmaceuticals
Karnataka,Wooden Carving,Shivamogga,547,Secondary,Handicraft,No,DC Handicraft
Karnataka,Machine Tool,Tumakuru (Tumkur),548,Primary,Manufacturing,No,MSME
Karnataka,Coir based Industries,Tumakuru (Tumkur),548,Secondary,Manufacturing,No,MSME
Karnataka,Marine Products,Udupi,549,Primary,Marine,No,Department of fisheries
Karnataka,Gems and Jewellery,Udupi,549,Secondary,Handicraft,No,DC Handicraft
Karnataka,Spices,Uttara Kannada (Karwar),550,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Karnataka,Ayurvedic Medicine Mfg,Uttara Kannada (Karwar),550,Secondary,Others,No,Ministry of Ayush
Karnataka,Sandur Lambani Embroidery,Vijayanagara,738,Primary,Handloom,Yes,DC Handloom
Karnataka,Resin,Vijayapura (Bijapur),530,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Karnataka,Agricultural Implements,Vijayapura (Bijapur),530,Secondary,Manufacturing,No,MSME
Karnataka,Pharmaceuticals,Yadagiri,635,Primary,Others,No,Department of Pharmaceuticals
Karnataka,Cotton and Cotton based Products,Yadagiri,635,Secondary,Textile,No,Ministry of Textile
Kerala,Coir products,Alappuzha,554,Primary,Handicraft,Yes,DC Handicraft
Kerala,Oleo Raisins,Ernakulam,555,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Kerala,Spices,Idukki,556,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Kerala,Handloom Products,Kannur,557,Primary,Handloom,No,DC Handloom
Kerala,Cashew Products,Kasaragod,558,Primary,Food Processing,No,Ministry of Food Processing
Kerala,Cashew Nut Products,Kollam,559,Primary,Food Processing,No,Ministry of Food Processing
Kerala,Rubber Products,Kottayam,560,Primary,Manufacturing,No,MSME
Kerala,Coconut Products,Kozhikode,561,Primary,Food Processing,No,Ministry of Food Processing
Kerala,Food Products,Malappuram,562,Primary,Food Processing,No,Ministry of Food Processing
Kerala,Palakkadan Matta Rice,Palakkad,563,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Kerala,Food Products,Pathanamthitta,564,Primary,Food Processing,No,Ministry of Food Processing
Kerala,Handloom Products,Thiruvananthapuram,565,Primary,Textile,No,Ministry of Textile
Kerala,Coconut Products,Thrissur,566,Primary,Food Processing,No,Ministry of Food Processing
Kerala,Coffee,Wayanad,567,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Ladakh,Apricot,Kargil,6,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Ladakh,Tourism,Kargil,6,Secondary,Others,No,Ministry of Tourism
Ladakh,Pashmina,Leh,9,Secondary,Handloom,Yes,DC Handloom
Ladakh,Seabuckthorn,Leh,9,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Lakshadweep,Coconut Derived Products,Lakshadweep,553,Primary,Food Processing,No,Ministry of Food Processing
Madhya Pradesh,Oranges,Agar Malwa,667,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Mahua,Alirajpur,639,Primary,Food Processing,No,Ministry of Food Processing
Madhya Pradesh,Kodo Kutki,Anuppur,390,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Chanderi Handloom,Ashoknagar,391,Primary,Handloom,Yes,DC Handloom
Madhya Pradesh,Ginger,Badhwani,393,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Chinnaur Rice,Balaghat,392,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Teak,Betul,394,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Mustard,Bhind,395,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Zari Zardosi,Bhopal,396,Primary,Handicraft,No,DC Handicraft
Madhya Pradesh,Jute Products,Bhopal,396,Secondary,Handicraft,No,DC Handicraft
Madhya Pradesh,Banana,Burhanpur,397,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Furniture - Wooden,Chhatarpur,398,Primary,Handicraft,No,DC Handicraft
Madhya Pradesh,Oranges & Orange Products,Chhindwara,399,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Gram,Damoh,400,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Jaggery,Datia,401,Primary,Food Processing,No,Ministry of Food Processing
Madhya Pradesh,Bamboo,Dewas,402,Primary,Handicraft,No,DC Handicraft
Madhya Pradesh,Bagh Prints ,Dhar (Pithampur),403,Primary,Handloom,Yes,DC Handloom
Madhya Pradesh,Kodo Kutki,Dindori,404,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Coriander,Guna,406,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Sandstone Tiles,Gwalior,407,Primary,Manufacturing,No,MSME
Madhya Pradesh,Bamboo,Harda,408,Primary,Handicraft,No,DC Handicraft
Madhya Pradesh,Sightseeing,Hoshangabad,346,Primary,Others,No,Ministry of Tourism
Madhya Pradesh,Potato,Indore,410,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Peas,Jabalpur,411,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Kadaknath Chicken,Jhabua,412,Primary,Food Processing,Yes,Ministry of Food Processing
Madhya Pradesh,Cut Stone,Katni,413,Primary,Manufacturing,No,MSME
Madhya Pradesh,Onion,Khandwa,405,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Chilli,Khargone,414,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Kodo Kutki,Mandla,415,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Garlic,Mandsaur,416,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Oil - Mustard,Morena,417,Primary,Food Processing,No,Ministry of Food Processing
Madhya Pradesh,Toor Dal,Narsinghpur,418,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Coriander,Neemuch,419,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Ginger,Niwari,722,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Gooseberry,Panna,420,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Basmati Rice,Raisen,421,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Orange,Rajgarh,422,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Ratlami Namkeen,Ratlam,423,Primary,Food Processing,Yes,Ministry of Food Processing
Madhya Pradesh,Bamboo,Rewa,424,Primary,Handicraft,No,DC Handicraft
Madhya Pradesh,Farm Equipment,Sagar,425,Primary,Manufacturing,No,MSME
Madhya Pradesh,Tomato,Satna,426,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Wooden Toys and Handicraft,Sehore,427,Primary,Handicraft,No,DC Handicraft
Madhya Pradesh,Cilantro,Seoni,428,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Turmeric,Shahdol,429,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Onion,Shajapur,430,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Guava,Sheopur,431,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Cloth Jacket,Shivpuri,432,Primary,Textile,No,Ministry of Textile
Madhya Pradesh,Carpet (Panja Dari),Sidhi,433,Primary,Handicraft,No,DC Handicraft
Madhya Pradesh,Kodo Kutki (Millet),Singrauli,638,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Ginger,Tikamgarh,434,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Madhya Pradesh,Batik print,Ujjain,435,Primary,Textile,Yes,Ministry of Textile
Madhya Pradesh,Mahua,Umaria,436,Primary,Food Processing,No,Ministry of Food Processing
Madhya Pradesh,Farm Equipment,Vidisha,437,Primary,Manufacturing,No,MSME
Maharashtra,Cane Sugar,Ahmednagar,466,Primary,Food Processing,No,Ministry of Food Processing
Maharashtra,Dairy Products (Milk based products),Ahmednagar,466,Secondary,Dairy,No,"Ministry of Fisheries, Animal Husbandry and Dairying"
Maharashtra,Cotton Ginning and pressing,Akola,467,Primary,Textile,No,Ministry of Textile
Maharashtra,Pulses (Daal),Akola,467,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Textile,Amravati,468,Primary,Textile,No,Ministry of Textile
Maharashtra,Mandarin Orange,Amravati,468,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Marathwada Kesar Mango,Aurangabad,377,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Auto components,Aurangabad,377,Secondary,Manufacturing,No,MSME
Maharashtra,Cotton and cotton seed oil,Beed,470,Primary,Food Processing,No,Ministry of Food Processing
Maharashtra,Beed Custard Apple,Beed,470,Secondary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Rice,Bhandara,471,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Mineral based products,Buldhana,472,Secondary,Others,No,Ministry of mines
Maharashtra,Cotton Related products,Buldhana,472,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Seeds for planting,Buldhana,472,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Rice,Chandrapur,473,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Bamboo Products,Chandrapur,473,Secondary,Handicraft,No,DC Handicraft
Maharashtra,De-Oiled Cake,Dhule,474,Primary,Food Processing,No,Ministry of Food Processing
Maharashtra,Textile,Dhule,474,Secondary,Textile,No,Ministry of Textile
Maharashtra,Rice,Gadchiroli,475,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Forest products,Gadchiroli,475,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Rice,Gondia,476,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Bamboo Articles,Gondia,476,Secondary,Handicraft,No,DC Handicraft
Maharashtra,Turmeric,Hingoli,477,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Soyabean and soyabean based products,Hingoli,477,Secondary,Food Processing,No,Ministry of Food Processing
Maharashtra,Jalgaon Banana,Jalgaon,478,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Plastic PVC Pipes,Jalgaon,478,Secondary,Manufacturing,No,MSME
Maharashtra,Sweet Orange,Jalna,479,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Maharashtra,TMT Steel Bars,Jalna,479,Secondary,Manufacturing,No,MSME
Maharashtra,Kolhapur Jaggery (Sugarcane Products etc),Kolhapur,480,Primary,Food Processing,Yes,Ministry of Food Processing
Maharashtra,Engineering,Kolhapur,480,Secondary,Manufacturing,No,MSME
Maharashtra,Soya bean and Soya bean based products,Latur,481,Primary,Food Processing,No,Ministry of Food Processing
Maharashtra,Pulses,Latur,481,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Gems & Jewellery,Mumbai City,482,Primary,Manufacturing,No,MSME
Maharashtra,Leather,Mumbai City,482,Secondary,Handicraft,No,DC Handicraft
Maharashtra,Gems & Jewellery,Mumbai Suburban,483,Primary,Manufacturing,No,MSME
Maharashtra,Marine Produce,Mumbai Suburban,483,Secondary,Marine,No,Department of fisheries
Maharashtra,Nagpur Orange,Nagpur,484,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Engineering,Nagpur,484,Secondary,Manufacturing,No,MSME
Maharashtra,Soya bean and soya bean products,Nanded,485,Primary,Food Processing,No,Ministry of Food Processing
Maharashtra,Spices,Nanded,485,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Chilli powder,Nandurbar,486,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Textile,Nandurbar,486,Secondary,Textile,No,Ministry of Textile
Maharashtra,Grapes/Raisins,Nashik,487,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Paithani Sarees,Nashik,487,Secondary,Handloom,Yes,DC Handloom
Maharashtra,Pulses,Osmanabad,387,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Sugar,Osmanabad,387,Secondary,Food Processing,No,Ministry of Food Processing
Maharashtra,Dahanu Gholvad Chikoo (Sapota),Palghar,665,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Marine Produce,Palghar,665,Secondary,Marine,No,Department of fisheries
Maharashtra,Grams (Hara bhara),Parbhani,489,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Jaggery,Parbhani,489,Secondary,Food Processing,No,Ministry of Food Processing
Maharashtra,Engineering Goods,Pune,490,Primary,Manufacturing,No,MSME
Maharashtra,Frozen Food,Pune,490,Secondary,Food Processing,No,Ministry of Food Processing
Maharashtra,Marine Produce,Raigad,491,Primary,Marine,No,Department of fisheries
Maharashtra,Iron and Steel,Raigad,491,Secondary,Manufacturing,No,MSME
Maharashtra,Alphonso Mangoes,Ratnagiri,492,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Marine Produce,Ratnagiri,492,Secondary,Marine,No,Department of fisheries
Maharashtra,Turmeric,Sangli,493,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Pump Spares,Sangli,493,Secondary,Manufacturing,No,MSME
Maharashtra,Strawberries,Satara,494,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Jaggery,Satara,494,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Vengurla Cashew,Sindhudurg,495,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Devgad Alphonso Mango,Sindhudurg,495,Secondary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Solapur Terry Towel,Solapur,496,Primary,Textile,Yes,Ministry of Textile
Maharashtra,Pomegranate,Solapur,496,Secondary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Garments & Textiles,Thane,497,Primary,Textile,No,Ministry of Textile
Maharashtra,Millets,Thane,497,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Cotton Yarn,Wardha,498,Primary,Textile,No,Ministry of Textile
Maharashtra,Waigaon Turmeric,Wardha,498,Secondary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Maharashtra,Soya bean and soya bean products,Washim,499,Primary,Food Processing,No,Ministry of Food Processing
Maharashtra,Cotton related products & Textiles,Washim,499,Secondary,Textile,No,Ministry of Textile
Maharashtra,Cotton Ginning and pressing,Yavatmal,500,Primary,Textile,No,Ministry of Textile
Maharashtra,Dolomite and Limestone,Yavatmal,500,Secondary,Manufacturing,No,MSME
Manipur,Moirang Fi Chanbi Fanek,Bishnupur,252,Primary,Handloom,Yes,DC Handloom
Manipur,Turmeric,Chandel,253,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Manipur,Handicrafts - Tribal,Churachandpur,254,Primary,Handicraft,No,DC Handicraft
Manipur,Wangkhei Phee,Imphal East,255,Primary,Handloom,Yes,DC Handloom
Manipur,Toys- Laiphadibi,Imphal West,256,Primary,Handicraft,No,DC Handicraft
Manipur,Khurkul Muga,Imphal West,256,Secondary,Handloom,No,DC Handloom
Manipur,Bamboo,Jiribam,713,Primary,Handicraft,No,DC Handicraft
Manipur,Rice- Black Chakao,Kakching,711,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Manipur,King Chilli,Kamjong,717,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Manipur,Turmeric,Kangpokpi,712,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Manipur,Banana,Noney,714,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Manipur,Ginger,Pherzawl,715,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Manipur,Kiwi,Senapati,257,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Manipur,Orange - (Tamenglong Mandarin),Tamenglong,258,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Manipur,Bamboo,Tengnoupal,716,Primary,Handicraft,No,DC Handicraft
Manipur,Pineapple,Thoubal,259,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Manipur,Kachai Lemon,Ukhrul,260,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Meghalaya,Pineapple,East Garo Hills,273,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
NULL,NULL,NULL,000,NULL,NULL,NO,NULL
Meghalaya,Cane & Bamboo Handicrafts,East Khasi Hills,274,Secondary,Handicraft,no ,Ministry of MSME
Meghalaya,Kiwi,Eastern West Khasi Hills,740,Primary,Agriculture,no ,Ministry of Agriculture & Farmers Welfare
Meghalaya,Cane & Bamboo Products,Eastern West Khasi Hills,740,Secondary,Handicraft,no ,Ministry of MSME
Meghalaya,Banana,North Garo Hills,656,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Meghalaya,Pineapple,Ri-Bhoi,276,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Meghalaya,Eri Silk Handloom (Ryndia),Ri-Bhoi,276,Secondary,Handloom,no ,Ministry of Textiles
Meghalaya,Jackfruit,South Garo Hills,277,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Meghalaya,Pineapple,South West Garo Hills,663,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Meghalaya,Honey,South West Khasi Hills,658,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Meghalaya,Cashew,West Garo Hills,278,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Meghalaya, Turmeric (Lakadong),West Jaintia Hills,275,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Meghalaya,Black Pottery (Khiew Ranei),West Jaintia Hills,275,Secondary,Handicraft,no ,Ministry of MSME
Meghalaya,Cane & Bamboo Handicrafts (Mats),West Khasi Hills,279,Secondary,Handicraft,no ,Ministry of MSME
Meghalaya,Ginger,West Khasi Hills,279,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Mizoram,Dragon Fruit,Aizawl,261,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Mizoram,Mizo Chilli,Champhai,262,Primary,Agriculture,yes,Ministry of Agriculture & Farmers' Welfare
Mizoram,Passion Fruit,Champhai,262,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Mizoram,Mizo Chilli,Hnahthial,726,Primary,Agriculture,yes,Ministry of Agriculture & Farmers' Welfare
Mizoram,Pineapple,Khawzawl,728,Primary,Agriculture,no ,Ministry of Agriculture & Farmers' Welfare
Mizoram,Passion Fruit,Khawzawl,728,Secondary,Agriculture,no,Ministry of Agriculture & Farmers' Welfare
Mizoram,Dragon Fruit,Kolasib,573,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Mizoram,Mizo Chilli,Lawngtlai,264,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Mizoram,Banana,Lunglei,265,Primary,Agriculture,No ,Ministry of Agriculture & Farmers' Welfare
Mizoram,Passion Fruit,Lunglei,265,Secondary,Agriculture,no ,Ministry of Agriculture & Farmers' Welfare
Mizoram,Turmeric,Mamit,266,Primary,Agriculture,No ,Ministry of Agriculture & Farmers' Welfare
Mizoram,Ginger,Saitual,727,Primary,Agriculture,Yes ,Ministry of Agriculture & Farmers' Welfare
Mizoram,Passion Fruit,Saitual,727,Secondary,Agriculture,No ,Ministry of Agriculture & Farmers' Welfare
Mizoram,Banana,Serchhip,268,Primary,Agriculture,No ,Ministry of Agriculture & Farmers' Welfare
Mizoram,Passion Fruit,Serchhip,268,Secondary,Agriculture,No ,Ministry of Agriculture & Farmers' Welfare
Mizoram,Chilli - Mizo,Siaha,267,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Nagaland,Pineapple,Chumukedima,758,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Pineapple,Dimapur,244,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Bamboo,Dimapur,244,Secondary,Handicraft,No,DC Handicraft
Nagaland,Kholar,Kiphire,614,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Pickles,Kohima,245,Primary,Food Processing,No,Ministry of Food Processing
Nagaland,Naga Mircha,Kohima,245,Secondary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Nagaland,Ginger,Longleng,615,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Coffee,Mokokchung,246,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Tea,Mokokchung,246,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Banana,Mokokchung,246,Tertiary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Ginger,Mokokchung,246,Others,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Large Cardamom,Mon,247,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Tea,Mon,247,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Bamboo,Mon,247,Tertiary,Handicraft,No,DC Handicraft
Nagaland,Handicraft,Mon,247,Others,Handicraft,No,DC Handicraft
Nagaland,Banana,Niuland,764,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Yam,Niuland,764,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Rubber,Niuland,764,Tertiary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Millet,Noklak,736,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Ginger,Noklak,736,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Handicraft,Noklak,736,Tertiary,Handicraft,No,DC Handicraft
Nagaland,Naga Mircha,Peren,613,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Nagaland,Handicraft,Peren,613,Secondary,Handicraft,No,DC Handicraft
Nagaland,Kiwi,Phek,248,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Wood/Bamboo,Phek,248,Secondary,Handicraft,No,DC Handicraft
Nagaland,Kholar (Kidney Beans),Shamator,765,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Turmeric,Tseminyu,757,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Kholar,Tuensang,249,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Anthurium,Tuensang,249,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Banana and Banana Products ,Wokha,250,Primary,Food Processing,No,Department of fisheries
Nagaland,Ginger,Wokha,250,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Passion Fruit,Wokha,250,Tertiary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Nagaland,Soyabean,Zunheboto,251,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Odisha,Terracotta,Angul,344,Primary,Handicraft,No,DC Handicraft
Odisha,Marine Products,Balasore,345,Primary,Marine,No,Department of fisheries
Odisha,Stone Craft,Balasore,345,Secondary,Handicraft,No,DC Handicraft
Odisha,Handloom,Bargarh,347,Primary,Handloom,No,DC Handloom
Odisha,Rice,Bhadrak,348,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Odisha,Fish,Bhadrak,348,Secondary,Marine,No,Department of fisheries
Odisha,Cotton,Bolangir,359,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Odisha,Onion,Bolangir,359,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Odisha,Berhampur Patta (Phoda Kumbha) Saree ,Boudh,349,Primary,Handloom,No,DC Handloom
Odisha,Silver Filigree (Tarakashi Art),Cuttack,350,Primary,Handicraft,Yes,DC Handicraft
Odisha,Handloom of Maniabandha,Cuttack,350,Secondary,Handloom,No,DC Handloom
Odisha,Watermelon,Deogarh,351,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Odisha,Orange,Deogarh,351,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Odisha,Litchi,Deogarh,351,Tertiary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Odisha,Handicrafts,Dhenkanal,352,Primary,Handicraft,No,DC Handicraft
Odisha,Cashew,Dhenkanal,352,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Odisha,Cashew Kernel,Gajapati,353,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Odisha,Granite Slab,Gajapati,353,Secondary,Manufacturing,No,MSME
Odisha,Turmeric Oil,Gajapati,353,Tertiary,Food Processing,No,Ministry of Food Processing
Odisha,Handloom,Ganjam,354,Primary,Handloom,No,DC Handloom
Odisha,Cashew,Ganjam,354,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Odisha,Granite Slab,Ganjam,354,Tertiary,Manufacturing,No,MSME
Odisha,Rice,Jagatsinghpur,355,Primary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Odisha,Marine,Jagatsinghpur,355,Secondary,Marine,No,Department of fisheries
Odisha,Stone Carving,Jajpur,356,Primary,Handicraft,No,DC Handicraft
Odisha,Handicraft,Jajpur,356,Secondary,Handicraft,No,DC Handicraft
Odisha,Aluminium Ingot,Jharsuguda,357,Primary,Manufacturing,No,MSME
Odisha,Chilly,Jharsuguda,357,Secondary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Odisha,Ginger,Jharsuguda,357,Tertiary,Agriculture,No,Ministry of Agriculture & Farmers' Welfare
Odisha,Handicraft (Wood Carving),Kalahandi,358,Primary,Handicraft,No,DC Handicraft
Odisha,Kandhamal Haladi,Kandhamal,358,Primary,Agriculture,Yes,Ministry of Agriculture & Farmers' Welfare
Odisha,Golden Grass Product,Kendrapara,360,Primary,Handicraft,No,DC Handicraft
Odisha,Terracotta,Kendujhar (Keonjhar),361,Primary,Handicraft,NO ,DC Handicraft
Odisha,Fish product,Khurdha,362,Primary,Marine,No,Department of fisheries
Odisha,Handicrafts (Stone Carving),Khurda,362,Secondary,Handicraft,No,DC Handicraft
Odisha,Handicrafts (Pattachitra),Khurda,362,Tertiary,Handicraft,Yes ,DC Handicraft
